id,formatted_address,category,articles,GEOID-CO,GEOID-CT,GEOID-NH,layer,path
Delaware River Trail,"Delaware River, Warren County, New Jersey, 12770, United States of America",river,IGUKRATWKFBDRLS3ZIMCNHIXGM,"34007","10003990100","99002",line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Forbidden Drive,"Forbidden Drive, Roxborough, Philadelphia, Philadelphia County, Pennsylvania, 19128, United States of America",service,FC6XKSRSONBWLOLG7UV2SOUD7M,"42101","42101980100","99014",line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
West Fisher Avenue,"West Fisher Avenue, Tabor, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States",residential,"OMWCM4F2RVCH5OUADO7HRWCLJA, OMWCM4F2RVCH5OUADO7HRWCLJA","42101","42101028200","99091",line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Camden ' s Market Street,"South Market Street, LOMA, Wilmington, New Castle County, Delaware, 19801, United States",trunk,OQMDT7LU3BAXXKAZGOCSNSYEGQ,"10003","10003002700",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Trenton ' s Hudson Street,"Hudson Street, Trenton, Mercer County, New Jersey, 08611, United States",residential,5AXD4RN7VNFZLE5TDGQHP2YPQ4,"34021","34021000800",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Florida high,"Florida, Middle Township, Cape May County, New Jersey, 08252, United States",residential,N2MHSVIHSRE3LCTMGVLIT5UAO4,"34009","34009022102",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
West Branch Avenue,"West Branch Avenue, Pine Hill, Camden County, New Jersey, 08021, United States of America",tertiary,JZSMHCMRRFH73B5E6IYQGDJ7HM,"34007","34007607801",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
"Brielle , N . J .","Brielle Avenue, LaCosta Lakes, Egg Harbor Township, Atlantic County, New Jersey, 08234, United States",residential,4LJUJROLTJCERNAS4AKT45PFNA,"34001","34001011802",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Whiskey,"Whiskey Run, Springfield Township, Delaware County, Pennsylvania, 19064, United States of America",stream,U3U2NB2VRBB7HACEBNOIIOGROA,"42045","42045407801",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Chestnut,"Chestnut, Hilltown Township, Bucks County, Pennsylvania, 18962, United States",residential,"4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM, 4YPTY2N4ZRBU5CSK3JI57NBAEM","42017","42017102104",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
West Avenue,"West Avenue, Lower Gwynedd Township, Montgomery County, Pennsylvania, 19422, United States",residential,"GWIZSI44LNB4NNJUQQBGIKWRWE, GWIZSI44LNB4NNJUQQBGIKWRWE","42091","42091201204",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Pennsylvania Avenue,"Pennsylvania Avenue, Abington Township, Montgomery County, Pennsylvania, 19038, United States",secondary,"UJULYZTXWFG6LJCRXHXEPB5FMU, UJULYZTXWFG6LJCRXHXEPB5FMU, UJULYZTXWFG6LJCRXHXEPB5FMU, UJULYZTXWFG6LJCRXHXEPB5FMU","42091","42091201704",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Pennsylvania Turnpike,"Pennsylvania Turnpike, Uwchlan Township, Chester County, Pennsylvania, 19341, United States",motorway,"4JD347IJCBEKJEGZRESGWXGNSA, 4JD347IJCBEKJEGZRESGWXGNSA","42029","42029304403",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Caravelle Hotel,"Caravelle Lane, Exeter Township, Berks County, Pennsylvania, 19508, United States",service,LKSHXBFS3FCSPBSTNZTZRWVOVM,"42011","42011012001",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Huntington Valley,"Huntington, Franconia Township, Montgomery County, Pennsylvania, 18964, United States",residential,MK2IKH763NCQDGLRAEJMVPMXOI,"42091","42091207101",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Goose Island,"Goose Creek, Westtown Township, Chester County, Pennsylvania, 19395, United States",stream,BAPLD4JE5RAU3MREGTEFPQ7YTU,"42029","42029302902",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Ardrossan,"Ardrossan Avenue, Westtown Township, Chester County, Pennsylvania, 19382, United States",residential,N54WRXUOCZFYXCYWWHVQ5UE2KE,"42029","42029302902",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
"Hazelton , Pa .","Hazelton Street, The Enclave (Williamstadt), East Norriton, East Norriton Township, Montgomery County, Pennsylvania, 19401, United States",residential,QY3ODSGNEVCXZIGNCZD3HH2LCQ,"42091","42091203303",,line,/Users/m/Downloads/vector-data/merge/line.geojson|layername=line
Harrisburg,"Harrisburg, Philadelphia, Philadelphia County, Pennsylvania, 19136, United States",neighbourhood,"CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, CWYCC6H4M5CV5IZ2WBWXPBOIEI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI, EI","42101","42101034702","99030",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
East Germantown,"Germantown, Philadelphia, Philadelphia County, Pennsylvania, 19119:19144, United States",neighbourhood,4GMK6PYP4ZDGXNVESAYAG3AIMU,"42101","42101025200","99056",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Allegheny County,"Allegheny, 3200, Kensington Avenue, Tioga Park, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States",station,"FPLC52MHXZHIJBTVTRN25RKCKQ, FPLC52MHXZHIJBTVTRN25RKCKQ, FPLC52MHXZHIJBTVTRN25RKCKQ, FPLC52MHXZHIJBTVTRN25RKCKQ, FPLC52MHXZHIJBTVTRN25RKCKQ, FPLC52MHXZHIJBTVTRN25RKCKQ","42101","42101017701","99076",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Tioga County,"Tioga, 3500, Kensington Avenue, Tioga Park, Philadelphia, Philadelphia County, Pennsylvania, 19124, United States",station,JTT52MQJKVFYBKMIXC7LCGZF3E,"42101","42101018800","99076",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Kensington district,"Philadelphia County Assistance Office: Liberty District, 219, East Lehigh Avenue, Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States of America",social_facility,W2BTIHIAQVD7XBZNFFFXHYZJFU,"42101","42101017601","99079",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
North Korea,"Korea House Food Truck, West Norris Street, Hartranft, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States of America",fast_food,"2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA, 2VIUELZXIJE7TCNS7CNQ7ATUEA","42101","42101037700","99086",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
South Korea,"Korea House Food Truck, West Norris Street, Hartranft, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States of America",fast_food,"4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4","42101","42101037700","99086",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Korea,"Korea House Food Truck, West Norris Street, Hartranft, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States of America",fast_food,"4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4, 4RI66FN5A5B7HB6TQJ5SZIARV4","42101","42101037700","99086",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Beddia,"Pizzeria Beddia, 115, East Girard Avenue, Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",restaurant,ZCLE4UBS35BVBJMFFNBYOSL3WA,"42101","42101015800","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Fishtown ',"Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",neighbourhood,NXL62DRRYFEYLAJXT2JBWT7RGE,"42101","42101015800","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
"Fishtown ,","Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",neighbourhood,PFO6DU2XKRBIHONANBIFZ4Z4SE,"42101","42101015800","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Bottle Bar East,"Bottle Bar East, Frankford Avenue, Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",restaurant,EIVHSC52F5A7VDIAYVVYBWKUL4,"42101","42101014400","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Kensington neighborhood,"Applebee's, East Thompson Street, Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",restaurant,B6QGTKTXUFCQ3GRFRFXHGAQHPI,"42101","42101037800","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Philadelphia ' s Fishtown neighborhood,"Applebee's, East Thompson Street, Fishtown, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",restaurant,VGIG4JK5KVBZZAKE7Z7FHN4GMU,"42101","42101037800","99088",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Nicetown - Tioga,"Nicetown-Tioga, Philadelphia, Philadelphia County, Pennsylvania, 19141, United States",neighbourhood,OLL3ENKMW5HOFDIDK73TC4OBWQ,"42101","42101028000","99091",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Philadelphia ' s Chinatown,"Chinatown, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States",neighbourhood,"S4GZ4V2XZ5A4DAADX4KWGUZPN4, S4GZ4V2XZ5A4DAADX4KWGUZPN4","42101","42101000200","99093",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Philadelphia Chinatown,"Chinatown, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States",neighbourhood,UXQ5J5W3RFB7ZFVDHNNMMRQJIY,"42101","42101000200","99093",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Philadelphia ' s streets,"Reading Terminal Farmers Market: 12th and Arch Streets, 51, Arch Street, Fashion District Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19107, United States of America",farm,ZRSMY6E4QBCLPOASM3RFJZQLMM,"42101","42101000500","99095",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
London Grill,"London Grill, North 23rd Street, Francisville, Philadelphia, Philadelphia County, Pennsylvania, 19130, United States",restaurant,RGPBPVJDDREZND4T5TQI6GCB3E,"42101","42101013601","99097",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Osteria,"Osteria, 640, North Broad Street, Poplar, Philadelphia, Philadelphia County, Pennsylvania, 19121, United States",restaurant,"VPC65AO4LRALJB2D7JMJX36JOA, VPC65AO4LRALJB2D7JMJX36JOA, VPC65AO4LRALJB2D7JMJX36JOA, VPC65AO4LRALJB2D7JMJX36JOA","42101","42101013300","99099",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Philadelphia metro,"Metro Laser & CoolSculpting Medspa, 1528, Walnut Street, Rittenhouse Square, Philadelphia, Philadelphia County, Pennsylvania, 19102, United States",house,"YGB2XCR4CRH7FPODIFMSKFN5OQ, YGB2XCR4CRH7FPODIFMSKFN5OQ, YGB2XCR4CRH7FPODIFMSKFN5OQ","42101","42101000804","99101",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Lithuania,"Consulate General of the Republic of Lithuania, Waverly Street, Rittenhouse Square, Philadelphia, Philadelphia County, Pennsylvania, 19146, United States",diplomatic,KH7QCFOR6JFV5NCKIILF4HC63A,"42101","42101001202","99101",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Southwest Center City,"Southwest Center City, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19146, United States",neighbourhood,"VKWRIXM6PVAOPASKDHGWRIPC6Y, VKWRIXM6PVAOPASKDHGWRIPC6Y, VKWRIXM6PVAOPASKDHGWRIPC6Y","42101","42101001300","99103",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Queen Village,"Queen Village, South Philadelphia, Philadelphia, Philadelphia County, Pennsylvania, 19147‎, United States",neighbourhood,"NTD7FDM7LZEB7M6BL7PTZ3L2M4, NTD7FDM7LZEB7M6BL7PTZ3L2M4, NTD7FDM7LZEB7M6BL7PTZ3L2M4, NTD7FDM7LZEB7M6BL7PTZ3L2M4","42101","42101001700","99107",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Africa,"West Africa International Grocery, Woodland Avenue, Paschall, Philadelphia, Philadelphia County, Pennsylvania, 19142, United States of America",supermarket,27AMPMNRLRFSRKUKHZZDHMDE5U,"42101","42101006300","99117",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Philadelphia Ethiopian,"Debre Genet Kidus Amannuel Ethiopian Orthodox Tewahedo Church, 6825, Greenway Avenue, Paschall, Philadelphia, Philadelphia County, Pennsylvania, 19142, United States",place_of_worship,BJZCAQBSGBHVNGNTLPSWPYYJNA,"42101","42101006400","99117",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
"Kingsessing , West Philadelphia","Kingsessing, Philadelphia, Philadelphia County, Pennsylvania, 19142:19143, United States",neighbourhood,FC6XKSRSONBWLOLG7UV2SOUD7M,"42101","42101007101","99119",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Cobbs Creek,"Cobbs Creek, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States",neighbourhood,ZE7OOAWMXVCUFHCWWGUHEVDEZY,"42101","42101008302","99120",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Austria,"Consulate of Austria, Pine Street, Spruce Hill, Philadelphia, Philadelphia County, Pennsylvania, 19143, United States",embassy,P44OVIHRL5HXDJCJAGEJPBZUPU,"42101","42101008702","99125",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
University City ',"University City, Philadelphia, Philadelphia County, Pennsylvania, 19104-2989, United States",neighbourhood,7KFCUPZCPBGYLA7TJJPHHDWKHM,"42101","42101036900","99127",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Beijing,"Beijing, Spruce Street, University City, Philadelphia, Philadelphia County, Pennsylvania, 19104-1469, United States",restaurant,"VV4Q3S365ZDRDOZ4LQYDLP4AXQ, VV4Q3S365ZDRDOZ4LQYDLP4AXQ","42101","42101036900","99127",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
University City district,"Philadelphia Police University City District, Chestnut Street, Powelton Village, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States of America",police,5TMY7G2P7JF4DJCSILDHWH4TLM,"42101","42101008802","99127",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
South Africa,"New Africa Center, 4243, Lancaster Avenue, Parkside, Philadelphia, Philadelphia County, Pennsylvania, 19104, United States",museum,"MD33XXPKXFFFZCDZ2RMQ5J562Q, MD33XXPKXFFFZCDZ2RMQ5J562Q, MD33XXPKXFFFZCDZ2RMQ5J562Q, MD33XXPKXFFFZCDZ2RMQ5J562Q, MD33XXPKXFFFZCDZ2RMQ5J562Q, MD33XXPKXFFFZCDZ2RMQ5J562Q","42101","42101010700","99131",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Parkside,"Parkside, Philadelphia, Philadelphia County, Pennsylvania, 19131, United States",neighbourhood,6DJ5UOE35FD5TCY2KGA3XBHBHA,"42101","42101011100","99133",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Poplar,"Poplar, Philadelphia, Philadelphia County, Pennsylvania, 19123, United States",neighbourhood,NE3L2BJ5MZECLBOO2IDJ6KIJCQ,"42101","42101013200","99142",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Kensington,"Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19122, United States",neighbourhood,"4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 4G4MLQDJKRD6ZECY4HN6I6RV6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U, 6U","42101","42101016100","99151",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Kensington rowhouse,"Rowhouse Spirits, 2430, Frankford Avenue, Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19125, United States",house,AKQOS3XBE5FU5N3OWNZLKI22O4,"42101","42101016100","99151",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Dauphin County,"York-Dauphin, 2300, North Front Street, Kensington, Philadelphia, Philadelphia County, Pennsylvania, 19120, United States",station,"SLVADBIGLNHIFKHANG4X6UCJKY, SLVADBIGLNHIFKHANG4X6UCJKY, SLVADBIGLNHIFKHANG4X6UCJKY","42101","42101016100","99151",points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
Camden County borough,"Haddon Heights Borough Hall, 625, Station Avenue, Haddon Heights, Camden County, New Jersey, 08035, United States",townhall,JZSMHCMRRFH73B5E6IYQGDJ7HM,"34007","34007605900",,points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Berlin,"West Berlin, Camden County, New Jersey, 08043-4869, United States",hamlet,7QONDCGH4RCTVIWPGMUMNTUETY,"34007","34007608800",,points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
West Park,"West Park, New Castle County, Delaware, 19707:19805, United States",hamlet,TV3R7FYY6FDNXAREWNYHIDKKZ4,"10003","10003012200",,points,/Users/m/Downloads/vector-data/merge/points.geojson|layername=points
